,Lawyer,Matter Type,Jurisdiction,Industry,Client Role,Tort,Contract,Restitution,Statute,Injunction,Jurisdiction Motion,Motion to Strike,Summary Judgment,Claim Amount
4430,Lawyer Gamma,Class Action (Product Liabilty,Ontario,Pharmaceuticals,Plaintiff,1,1,0,1,0,0,0,0,7607530
4431,Lawyer Epsilon,Class Action (Privacy,Federal,Banking,Defendant,1,0,0,0,0,0,1,1,17861991
4432,Lawyer Gamma,Class Action (Privacy,Ontario,Technology,Third Party,0,1,1,1,0,0,1,1,15310249
4433,Lawyer Alpha,Class Action (Product Liabilty,Federal,Technology,Plaintiff,1,0,1,0,1,0,1,0,9449062
4434,Lawyer Gamma,Action (Privacy),Ontario,Banking,Defendant,0,1,0,0,0,1,1,0,14646063
4435,Lawyer Epsilon,Action (Commercial),Federal,Technology,Third Party,1,1,0,0,0,1,0,1,10154013
4436,Lawyer Delta,Class Action (Privacy,Federal,Construction,Defendant,1,0,0,1,0,0,0,0,7271996
4437,Lawyer Epsilon,Action (Commercial),Ontario,Transportation,Plaintiff,1,1,1,0,0,1,0,1,12516023
4438,Lawyer Theta,Action (Securities),British Columbia,Insurance,Plaintiff,1,1,1,0,0,0,0,0,6841363
4439,Lawyer Beta,Class Action (Product Liabilty,Alberta,Retail,Defendant,0,0,1,0,0,0,0,0,9318996
4440,Lawyer Epsilon,Action (Commercial),Federal,Technology,Defendant,0,0,0,1,0,0,1,1,5276891
4441,Lawyer Delta,Class Action (Product Liabilty,British Columbia,Insurance,Defendant,1,1,0,1,1,1,0,0,16042807
4442,Lawyer Kappa,Class Action (Securities),Alberta,Resources,Third Party,0,0,0,0,1,1,1,0,15216762
4443,Lawyer Kappa,Action (Product Liability),Ontario,Construction,Third Party,0,1,1,1,1,1,0,0,2997403
4444,Lawyer Eta,Action (Commercial),British Columbia,Banking,Defendant,1,1,1,0,1,1,0,0,19183971
4445,Lawyer Epsilon,Action (Privacy),Ontario,Technology,Defendant,1,1,1,0,1,1,1,0,10855574
4446,Lawyer Zeta,Class Action (Securities),Quebec,Retail,Defendant,1,1,1,1,0,0,0,1,6149748
4447,Lawyer Eta,Action (Commercial),Alberta,Pharmaceuticals,Plaintiff,0,0,0,1,1,1,0,0,5829050
4448,Lawyer Theta,Action (Securities),Alberta,Construction,Third Party,1,1,0,1,1,1,0,0,15866043
4449,Lawyer Iota,Class Action (Securities),Federal,Resources,Plaintiff,1,0,0,1,0,1,0,1,1663795
4450,Lawyer Theta,Class Action (Product Liabilty,Federal,Retail,Defendant,1,1,0,0,0,0,0,0,2583834
4451,Lawyer Beta,Action (Product Liability),Alberta,Pharmaceuticals,Third Party,0,0,1,1,1,0,0,1,4931173
4452,Lawyer Gamma,Class Action (Privacy,Quebec,Pharmaceuticals,Third Party,1,1,1,1,1,0,1,0,10815901
4453,Lawyer Epsilon,Class Action (Privacy,Ontario,Transportation,Plaintiff,1,1,1,1,0,1,1,1,4627267
4454,Lawyer Gamma,Action (Securities),Ontario,Transportation,Defendant,1,0,0,1,1,0,0,0,19702462
4455,Lawyer Iota,Action (Securities),British Columbia,Resources,Third Party,1,0,0,1,0,1,0,1,10921263
4456,Lawyer Alpha,Action (Commercial),Federal,Construction,Defendant,1,0,0,0,1,0,0,1,9729994
4457,Lawyer Theta,Class Action (Competition),Alberta,Banking,Plaintiff,1,1,1,0,0,1,0,1,14072958
4458,Lawyer Eta,Action (Securities),Quebec,Construction,Plaintiff,0,1,1,0,1,1,0,1,13013331
4459,Lawyer Eta,Action (Product Liability),British Columbia,Insurance,Third Party,0,1,0,1,1,0,0,0,15324799
4460,Lawyer Alpha,Class Action (Product Liabilty,Alberta,Construction,Defendant,1,0,1,0,1,1,0,1,8141307
4461,Lawyer Kappa,Class Action (Product Liabilty,Federal,Insurance,Defendant,0,1,0,1,0,0,1,1,19251963
4462,Lawyer Kappa,Class Action (Securities),Federal,Resources,Third Party,0,0,1,0,1,0,0,0,8322801
4463,Lawyer Iota,Class Action (Securities),Ontario,Transportation,Third Party,0,0,0,1,1,0,0,1,8566624
4464,Lawyer Alpha,Class Action (Product Liabilty,British Columbia,Transportation,Defendant,1,0,1,0,1,1,1,1,5521444
4465,Lawyer Zeta,Action (Commercial),Alberta,Transportation,Plaintiff,0,1,0,0,0,0,0,0,1473245
4466,Lawyer Gamma,Class Action (Privacy,Federal,Retail,Plaintiff,1,1,0,0,0,0,1,1,4113100
4467,Lawyer Kappa,Class Action (Competition),Quebec,Insurance,Defendant,0,1,0,0,0,1,0,1,15242104
4468,Lawyer Zeta,Class Action (Product Liabilty,Federal,Insurance,Defendant,1,0,0,0,1,0,1,0,4075566
4469,Lawyer Gamma,Action (Product Liability),Ontario,Resources,Third Party,1,0,1,1,1,1,0,0,18692919
4470,Lawyer Delta,Class Action (Securities),Quebec,Insurance,Third Party,0,0,1,1,1,1,0,0,1406835
4471,Lawyer Theta,Action (Privacy),Alberta,Retail,Plaintiff,1,1,0,1,0,0,1,0,11060577
4472,Lawyer Delta,Class Action (Competition),Quebec,Insurance,Defendant,1,0,0,0,1,1,1,0,17376809
4473,Lawyer Zeta,Class Action (Securities),Alberta,Transportation,Defendant,1,1,1,0,1,0,0,0,11448112
4474,Lawyer Epsilon,Class Action (Competition),Quebec,Technology,Plaintiff,1,0,1,1,0,0,0,1,7184127
4475,Lawyer Theta,Class Action (Securities),Alberta,Technology,Third Party,1,1,0,1,0,1,0,1,611290
4476,Lawyer Eta,Action (Securities),British Columbia,Construction,Plaintiff,1,1,1,1,1,0,1,1,16943654
4477,Lawyer Eta,Action (Securities),Alberta,Transportation,Plaintiff,1,0,1,0,1,0,1,0,15049867
4478,Lawyer Gamma,Action (Securities),Alberta,Banking,Plaintiff,0,0,0,1,0,0,1,1,17482812
4479,Lawyer Zeta,Action (Product Liability),Ontario,Banking,Plaintiff,1,1,1,1,1,0,0,0,16780351
4480,Lawyer Alpha,Class Action (Product Liabilty,Federal,Transportation,Plaintiff,1,0,0,1,0,1,1,0,3504984
4481,Lawyer Zeta,Action (Securities),British Columbia,Pharmaceuticals,Plaintiff,0,1,0,0,1,1,1,0,5604083
4482,Lawyer Iota,Class Action (Competition),Federal,Technology,Defendant,1,1,0,1,0,0,0,1,6260589
4483,Lawyer Epsilon,Class Action (Privacy,Ontario,Resources,Defendant,0,0,0,0,0,0,0,0,12258152
4484,Lawyer Alpha,Class Action (Competition),Federal,Construction,Defendant,0,1,0,1,1,0,1,1,17081154
4485,Lawyer Eta,Class Action (Competition),Quebec,Construction,Defendant,0,1,1,1,1,0,1,0,7431736
4486,Lawyer Kappa,Action (Privacy),Quebec,Banking,Plaintiff,1,0,0,0,0,1,0,0,2000353
4487,Lawyer Zeta,Action (Product Liability),Alberta,Transportation,Plaintiff,0,1,1,1,0,1,1,1,3883013
4488,Lawyer Beta,Class Action (Privacy,Ontario,Transportation,Defendant,0,1,0,0,1,1,1,0,6279168
4489,Lawyer Iota,Class Action (Privacy,Quebec,Pharmaceuticals,Defendant,0,1,1,1,1,0,0,1,4387778
4490,Lawyer Delta,Class Action (Product Liabilty,Ontario,Construction,Defendant,0,1,0,1,0,0,1,0,8366825
4491,Lawyer Gamma,Action (Privacy),British Columbia,Transportation,Defendant,1,0,0,1,0,1,1,1,1360076
4492,Lawyer Gamma,Class Action (Privacy,Federal,Banking,Defendant,1,0,0,0,0,1,1,1,11397458
4493,Lawyer Kappa,Class Action (Product Liabilty,Alberta,Resources,Third Party,1,1,1,0,0,0,1,1,16130812
4494,Lawyer Zeta,Class Action (Securities),British Columbia,Construction,Third Party,0,0,0,1,1,0,0,0,1622595
4495,Lawyer Iota,Class Action (Competition),Alberta,Transportation,Plaintiff,1,0,1,0,1,1,0,0,9302906
4496,Lawyer Zeta,Action (Securities),Alberta,Retail,Third Party,1,1,0,0,1,0,1,1,2408507
4497,Lawyer Iota,Action (Product Liability),Alberta,Construction,Plaintiff,1,0,0,1,0,1,0,0,12031016
4498,Lawyer Theta,Action (Privacy),British Columbia,Pharmaceuticals,Third Party,0,1,1,1,0,1,0,1,6781190
4499,Lawyer Iota,Action (Commercial),Quebec,Retail,Defendant,0,0,1,1,0,1,1,0,11502732
4500,Lawyer Alpha,Class Action (Securities),British Columbia,Construction,Third Party,0,0,0,0,0,1,0,0,5590461
4501,Lawyer Alpha,Class Action (Competition),British Columbia,Retail,Third Party,1,0,0,1,0,0,1,0,11592884
4502,Lawyer Beta,Class Action (Privacy,Quebec,Pharmaceuticals,Third Party,0,0,1,0,1,0,1,0,846310
4503,Lawyer Eta,Class Action (Securities),Ontario,Technology,Third Party,1,0,0,0,1,0,0,0,2666874
4504,Lawyer Eta,Action (Privacy),British Columbia,Construction,Third Party,1,0,0,1,1,1,0,0,18127707
4505,Lawyer Zeta,Action (Commercial),Ontario,Transportation,Third Party,0,1,0,0,0,0,0,0,13687951
4506,Lawyer Beta,Action (Privacy),British Columbia,Resources,Plaintiff,0,1,0,0,0,0,1,1,3205880
4507,Lawyer Eta,Action (Product Liability),Ontario,Insurance,Third Party,1,1,1,0,0,1,1,1,18606805
4508,Lawyer Eta,Action (Product Liability),Alberta,Banking,Plaintiff,1,1,1,0,1,1,0,0,13867207
4509,Lawyer Kappa,Action (Privacy),Federal,Construction,Plaintiff,1,1,0,0,0,1,0,1,15819935
4510,Lawyer Iota,Action (Privacy),Ontario,Pharmaceuticals,Defendant,1,1,1,0,0,0,0,0,5036004
4511,Lawyer Eta,Class Action (Privacy,British Columbia,Resources,Defendant,0,1,1,1,1,1,1,1,8316154
4512,Lawyer Kappa,Action (Securities),British Columbia,Insurance,Defendant,1,1,1,0,1,0,1,1,9187721
4513,Lawyer Delta,Class Action (Privacy,Alberta,Pharmaceuticals,Third Party,0,1,1,1,1,0,0,1,16971408
4514,Lawyer Beta,Action (Securities),Alberta,Construction,Plaintiff,0,1,0,0,0,0,0,1,11130585
4515,Lawyer Iota,Class Action (Privacy,British Columbia,Transportation,Plaintiff,1,1,1,0,0,1,0,1,9330681
4516,Lawyer Theta,Action (Product Liability),Federal,Construction,Third Party,0,0,0,0,1,0,1,0,4741190
4517,Lawyer Gamma,Class Action (Securities),Quebec,Technology,Third Party,1,0,1,0,1,0,0,1,8158228
4518,Lawyer Theta,Action (Privacy),Ontario,Construction,Defendant,1,0,0,0,0,0,1,1,19152681
4519,Lawyer Theta,Action (Securities),Alberta,Banking,Third Party,1,1,1,0,1,1,0,0,9693605
4520,Lawyer Gamma,Class Action (Product Liabilty,British Columbia,Resources,Defendant,1,0,1,1,0,0,1,0,6799469
4521,Lawyer Beta,Class Action (Securities),Quebec,Resources,Third Party,0,1,1,1,0,0,1,0,10328117
4522,Lawyer Gamma,Action (Commercial),Quebec,Retail,Plaintiff,0,0,0,1,1,0,1,1,13797683
4523,Lawyer Iota,Class Action (Privacy,British Columbia,Transportation,Third Party,0,1,0,0,0,1,0,1,15705487
4524,Lawyer Theta,Class Action (Competition),Alberta,Pharmaceuticals,Third Party,1,1,1,1,0,0,1,1,543425
4525,Lawyer Iota,Action (Commercial),Federal,Insurance,Defendant,1,1,0,1,0,0,1,0,2300219
4526,Lawyer Eta,Class Action (Securities),Quebec,Retail,Third Party,1,0,1,1,0,1,0,0,18132861
4527,Lawyer Zeta,Class Action (Privacy,Quebec,Banking,Plaintiff,0,0,0,1,0,1,0,1,15327211
4528,Lawyer Delta,Class Action (Securities),Federal,Resources,Plaintiff,1,0,1,0,0,1,1,1,19738457
4529,Lawyer Epsilon,Action (Securities),Quebec,Banking,Third Party,0,0,0,0,0,0,0,0,14851240
4530,Lawyer Iota,Class Action (Product Liabilty,Quebec,Transportation,Third Party,0,1,1,1,0,0,1,0,19915496
4531,Lawyer Theta,Class Action (Securities),Alberta,Construction,Defendant,0,0,1,0,1,0,0,0,10882692
4532,Lawyer Theta,Class Action (Product Liabilty,British Columbia,Construction,Defendant,0,0,1,1,0,1,0,0,5453940
4533,Lawyer Zeta,Class Action (Competition),Quebec,Retail,Plaintiff,0,1,1,1,0,0,1,0,2576763
4534,Lawyer Alpha,Action (Commercial),British Columbia,Retail,Defendant,0,0,1,1,0,1,1,1,11583797
4535,Lawyer Delta,Class Action (Securities),British Columbia,Banking,Defendant,1,0,0,1,0,1,1,1,19485042
4536,Lawyer Eta,Class Action (Privacy,Quebec,Pharmaceuticals,Plaintiff,1,1,0,0,1,1,1,1,14299406
4537,Lawyer Kappa,Action (Privacy),British Columbia,Insurance,Third Party,1,1,1,1,1,0,1,0,13057378
4538,Lawyer Iota,Action (Privacy),British Columbia,Technology,Defendant,0,0,0,1,0,0,1,0,11729256
4539,Lawyer Kappa,Action (Securities),Ontario,Technology,Plaintiff,0,0,1,0,1,1,1,1,8700301
4540,Lawyer Zeta,Class Action (Privacy,British Columbia,Insurance,Defendant,0,1,0,1,0,0,0,1,17207261
4541,Lawyer Iota,Action (Product Liability),British Columbia,Banking,Plaintiff,1,0,0,1,1,1,1,0,13415540
4542,Lawyer Iota,Class Action (Product Liabilty,Ontario,Insurance,Third Party,0,1,0,0,0,0,1,1,14440308
4543,Lawyer Iota,Class Action (Competition),Quebec,Pharmaceuticals,Plaintiff,0,0,1,0,1,1,1,0,6072142
4544,Lawyer Iota,Action (Product Liability),Ontario,Retail,Defendant,1,1,0,1,0,1,0,0,5614363
4545,Lawyer Alpha,Action (Privacy),British Columbia,Construction,Plaintiff,1,1,1,0,1,0,1,1,19127499
4546,Lawyer Epsilon,Action (Privacy),Ontario,Technology,Third Party,0,0,0,1,1,0,0,1,1020607
4547,Lawyer Theta,Class Action (Product Liabilty,Alberta,Transportation,Defendant,0,1,0,0,1,1,0,0,17931495
4548,Lawyer Iota,Class Action (Product Liabilty,Quebec,Insurance,Plaintiff,0,1,1,0,1,1,0,0,5486704
4549,Lawyer Kappa,Action (Securities),British Columbia,Construction,Plaintiff,0,0,1,0,1,0,1,0,15020584
4550,Lawyer Gamma,Action (Product Liability),Federal,Resources,Third Party,1,1,1,1,1,0,1,0,11237319
4551,Lawyer Kappa,Action (Product Liability),Quebec,Technology,Third Party,1,0,0,0,0,0,1,1,8239698
4552,Lawyer Kappa,Class Action (Privacy,British Columbia,Construction,Plaintiff,0,0,1,1,0,1,0,1,9406573
4553,Lawyer Zeta,Action (Securities),Alberta,Resources,Plaintiff,0,0,1,0,0,0,0,0,10899549
4554,Lawyer Kappa,Action (Commercial),Ontario,Banking,Plaintiff,0,1,0,1,0,0,0,0,919472
4555,Lawyer Zeta,Action (Commercial),Alberta,Banking,Plaintiff,0,1,1,0,1,1,1,1,10269209
4556,Lawyer Beta,Action (Securities),Federal,Retail,Plaintiff,1,1,1,1,0,0,0,0,2209128
4557,Lawyer Zeta,Class Action (Securities),British Columbia,Transportation,Third Party,0,0,1,1,1,1,1,0,12514846
4558,Lawyer Zeta,Action (Product Liability),Quebec,Construction,Third Party,0,1,1,1,1,1,1,1,6503712
4559,Lawyer Delta,Class Action (Product Liabilty,British Columbia,Banking,Plaintiff,1,1,0,1,1,0,1,1,14075399
4560,Lawyer Beta,Action (Product Liability),Ontario,Banking,Plaintiff,1,0,0,1,0,1,1,0,6516081
4561,Lawyer Beta,Class Action (Securities),Ontario,Pharmaceuticals,Defendant,0,0,0,0,0,1,0,1,14056958
4562,Lawyer Kappa,Action (Securities),Quebec,Insurance,Third Party,0,0,0,0,0,1,0,1,11573260
4563,Lawyer Zeta,Class Action (Privacy,Alberta,Pharmaceuticals,Third Party,1,1,0,0,0,0,0,0,18586810
4564,Lawyer Beta,Class Action (Competition),Ontario,Resources,Defendant,1,1,1,1,0,1,0,1,3161141
4565,Lawyer Zeta,Class Action (Privacy,Alberta,Construction,Third Party,1,0,1,0,0,1,1,0,19915497
4566,Lawyer Beta,Action (Product Liability),British Columbia,Pharmaceuticals,Plaintiff,1,0,1,1,1,0,1,0,11242255
4567,Lawyer Epsilon,Action (Commercial),Alberta,Resources,Plaintiff,0,0,0,1,0,0,0,1,8643168
4568,Lawyer Delta,Action (Privacy),British Columbia,Pharmaceuticals,Plaintiff,1,0,1,1,0,0,1,1,9220873
4569,Lawyer Eta,Class Action (Competition),British Columbia,Resources,Third Party,0,0,0,1,0,1,0,1,1561553
4570,Lawyer Zeta,Action (Product Liability),British Columbia,Insurance,Defendant,1,0,1,0,0,0,0,1,8167936
4571,Lawyer Alpha,Class Action (Securities),Federal,Technology,Plaintiff,0,0,1,1,0,1,0,1,19427252
4572,Lawyer Beta,Action (Privacy),Quebec,Pharmaceuticals,Defendant,0,1,1,0,1,0,0,0,3899007
4573,Lawyer Gamma,Class Action (Competition),Alberta,Resources,Plaintiff,0,0,0,1,1,0,0,1,2494362
4574,Lawyer Epsilon,Class Action (Competition),British Columbia,Technology,Defendant,0,1,1,0,1,0,0,1,4719164
4575,Lawyer Zeta,Class Action (Competition),Ontario,Transportation,Plaintiff,1,1,1,1,0,1,1,1,15454404
4576,Lawyer Epsilon,Action (Privacy),British Columbia,Pharmaceuticals,Defendant,0,0,1,0,1,1,0,0,11914767
4577,Lawyer Epsilon,Action (Commercial),Alberta,Technology,Third Party,0,0,1,0,1,1,0,0,18311481
4578,Lawyer Gamma,Action (Securities),Quebec,Banking,Plaintiff,0,0,1,1,1,1,0,1,18167659
4579,Lawyer Epsilon,Class Action (Competition),Federal,Insurance,Third Party,1,1,1,1,1,1,0,0,10329269
4580,Lawyer Iota,Action (Securities),British Columbia,Insurance,Defendant,1,1,0,1,1,1,1,1,12979881
4581,Lawyer Iota,Action (Privacy),Ontario,Resources,Defendant,0,0,1,1,1,1,1,0,1373264
4582,Lawyer Gamma,Class Action (Competition),Ontario,Insurance,Plaintiff,0,0,0,0,1,1,0,1,4219405
4583,Lawyer Theta,Class Action (Securities),British Columbia,Resources,Third Party,1,0,0,1,1,0,1,0,19865490
4584,Lawyer Epsilon,Class Action (Securities),Ontario,Banking,Defendant,0,1,1,1,1,0,1,1,17230711
4585,Lawyer Beta,Class Action (Product Liabilty,Alberta,Retail,Defendant,0,1,0,1,0,1,0,0,18205081
4586,Lawyer Alpha,Class Action (Competition),Ontario,Pharmaceuticals,Defendant,1,1,0,1,0,0,1,1,15999282
4587,Lawyer Epsilon,Class Action (Securities),Alberta,Transportation,Defendant,1,0,0,1,0,1,0,1,4186433
4588,Lawyer Beta,Class Action (Competition),Quebec,Resources,Plaintiff,1,1,1,0,1,1,1,0,16746204
4589,Lawyer Zeta,Action (Product Liability),British Columbia,Transportation,Plaintiff,1,1,0,0,1,1,1,0,10301174
4590,Lawyer Iota,Action (Product Liability),Alberta,Pharmaceuticals,Defendant,0,1,1,0,1,0,1,1,11208666
4591,Lawyer Beta,Class Action (Privacy,British Columbia,Banking,Defendant,0,0,0,0,0,1,1,1,9888811
4592,Lawyer Epsilon,Class Action (Securities),Ontario,Resources,Defendant,1,1,0,1,0,1,1,1,11470485
4593,Lawyer Gamma,Action (Product Liability),Ontario,Transportation,Third Party,0,1,1,1,0,1,1,1,13032495
4594,Lawyer Gamma,Class Action (Securities),Quebec,Pharmaceuticals,Third Party,0,1,0,0,0,0,1,0,18080553
4595,Lawyer Theta,Class Action (Securities),Ontario,Construction,Defendant,1,0,1,0,1,0,0,0,12621220
4596,Lawyer Iota,Class Action (Competition),Federal,Resources,Plaintiff,1,1,1,0,1,0,0,0,18418950
4597,Lawyer Zeta,Class Action (Product Liabilty,Alberta,Insurance,Plaintiff,0,0,0,0,0,0,0,0,14147148
4598,Lawyer Eta,Action (Privacy),Federal,Pharmaceuticals,Third Party,0,0,1,1,0,1,1,0,5153807
4599,Lawyer Theta,Class Action (Competition),Federal,Banking,Plaintiff,1,0,0,0,0,0,0,0,13437890
4600,Lawyer Epsilon,Class Action (Privacy,Ontario,Pharmaceuticals,Defendant,0,0,0,1,1,1,1,0,5346259
4601,Lawyer Kappa,Class Action (Securities),Quebec,Resources,Plaintiff,0,1,0,1,0,0,0,1,11287439
4602,Lawyer Theta,Action (Privacy),Ontario,Insurance,Third Party,1,1,0,1,0,0,1,0,17955153
4603,Lawyer Kappa,Class Action (Competition),Ontario,Resources,Plaintiff,1,1,0,1,1,0,1,0,8664862
4604,Lawyer Epsilon,Action (Securities),Alberta,Transportation,Plaintiff,0,1,1,1,1,1,0,0,6423332
4605,Lawyer Beta,Action (Commercial),Federal,Retail,Plaintiff,1,0,1,1,1,0,1,1,3177621
4606,Lawyer Epsilon,Action (Commercial),British Columbia,Pharmaceuticals,Plaintiff,1,1,0,1,1,0,0,0,13818309
4607,Lawyer Gamma,Class Action (Competition),Federal,Technology,Defendant,0,0,1,0,0,0,1,0,19739150
4608,Lawyer Beta,Action (Privacy),Quebec,Construction,Third Party,1,0,1,0,1,1,1,0,19710424
4609,Lawyer Beta,Class Action (Product Liabilty,Federal,Pharmaceuticals,Third Party,1,0,1,0,1,0,1,0,15433757
4610,Lawyer Delta,Action (Commercial),Quebec,Resources,Third Party,1,1,1,1,0,1,0,1,8405023
4611,Lawyer Alpha,Class Action (Competition),Ontario,Pharmaceuticals,Third Party,0,0,0,0,1,0,1,0,15660211
4612,Lawyer Delta,Class Action (Competition),Alberta,Resources,Third Party,1,1,0,1,0,0,1,1,7692007
4613,Lawyer Epsilon,Class Action (Securities),Federal,Resources,Third Party,0,0,0,1,1,1,1,0,1934460
4614,Lawyer Delta,Action (Privacy),British Columbia,Retail,Third Party,1,1,1,0,1,1,1,1,18448646
4615,Lawyer Gamma,Action (Product Liability),Ontario,Construction,Defendant,1,1,0,0,1,1,0,1,17130005
4616,Lawyer Gamma,Class Action (Competition),Quebec,Resources,Defendant,0,0,0,1,1,1,0,0,19431339
4617,Lawyer Delta,Action (Privacy),Quebec,Insurance,Defendant,1,1,1,1,0,1,1,0,11687552
4618,Lawyer Alpha,Action (Privacy),Ontario,Banking,Defendant,0,1,1,1,1,0,1,0,14189599
4619,Lawyer Iota,Action (Privacy),Quebec,Transportation,Plaintiff,0,1,0,0,0,1,0,0,16493528
4620,Lawyer Zeta,Action (Privacy),British Columbia,Insurance,Defendant,1,0,0,1,0,0,0,1,19349650
4621,Lawyer Delta,Action (Securities),Ontario,Banking,Plaintiff,1,0,1,1,1,1,0,1,7957184
4622,Lawyer Epsilon,Class Action (Privacy,Quebec,Technology,Defendant,1,0,0,1,0,0,1,1,2193869
4623,Lawyer Kappa,Action (Privacy),Federal,Resources,Plaintiff,0,0,1,0,0,1,1,1,19669224
4624,Lawyer Zeta,Action (Privacy),Federal,Banking,Defendant,0,1,1,1,0,0,0,1,11042101
4625,Lawyer Zeta,Class Action (Securities),Quebec,Transportation,Third Party,1,1,1,0,0,1,0,0,14379615
4626,Lawyer Kappa,Action (Privacy),British Columbia,Construction,Plaintiff,1,0,1,1,1,0,0,1,7204808
4627,Lawyer Delta,Action (Securities),Quebec,Insurance,Plaintiff,0,0,0,0,0,0,1,0,14157484
4628,Lawyer Iota,Action (Securities),Ontario,Construction,Third Party,0,0,1,1,0,0,0,1,15369695
4629,Lawyer Theta,Class Action (Securities),British Columbia,Transportation,Defendant,0,1,0,1,0,1,0,0,17351953
4630,Lawyer Alpha,Action (Product Liability),Federal,Retail,Defendant,0,1,1,0,0,0,0,1,2253184
4631,Lawyer Epsilon,Class Action (Competition),British Columbia,Insurance,Defendant,0,0,0,1,1,1,0,1,17952387
4632,Lawyer Zeta,Class Action (Product Liabilty,British Columbia,Technology,Plaintiff,0,1,0,1,1,1,0,0,14466833
4633,Lawyer Theta,Action (Privacy),Ontario,Banking,Defendant,1,0,0,1,0,0,0,1,648316
4634,Lawyer Gamma,Action (Privacy),Ontario,Technology,Plaintiff,1,1,1,1,0,0,1,1,16884204
4635,Lawyer Zeta,Action (Securities),Ontario,Pharmaceuticals,Defendant,1,0,1,0,0,0,0,1,3759902
4636,Lawyer Eta,Class Action (Product Liabilty,Alberta,Resources,Defendant,1,0,1,1,0,1,1,1,3088465
4637,Lawyer Epsilon,Class Action (Product Liabilty,Ontario,Resources,Third Party,1,1,1,0,0,1,1,1,10656757
4638,Lawyer Beta,Class Action (Competition),Federal,Technology,Plaintiff,1,1,1,1,0,0,1,0,5773531
4639,Lawyer Gamma,Class Action (Competition),Quebec,Construction,Defendant,1,1,1,1,0,0,1,0,2068694
4640,Lawyer Epsilon,Class Action (Competition),Ontario,Construction,Third Party,0,1,1,0,0,0,1,0,11076617
4641,Lawyer Zeta,Action (Securities),Federal,Pharmaceuticals,Defendant,1,0,1,0,0,0,1,1,4669333
4642,Lawyer Gamma,Class Action (Competition),Quebec,Transportation,Third Party,1,1,1,1,1,0,0,0,2066124
4643,Lawyer Kappa,Action (Product Liability),Ontario,Construction,Plaintiff,0,0,1,1,1,0,1,1,6673909
4644,Lawyer Theta,Class Action (Securities),Ontario,Construction,Defendant,1,0,0,1,1,0,0,1,8761140
4645,Lawyer Delta,Class Action (Privacy,British Columbia,Banking,Plaintiff,1,0,1,1,1,0,0,1,16890980
4646,Lawyer Kappa,Class Action (Product Liabilty,Ontario,Pharmaceuticals,Defendant,0,1,1,0,1,1,0,0,12889875
4647,Lawyer Epsilon,Class Action (Securities),Quebec,Banking,Defendant,0,1,1,1,0,1,0,0,16705997
